id,text,time_zone,place,coordinates,location,user_name,screen_name,retweet_count,favourite_count 
1163357356953968640,2019-08-19 07:49:42,b'aku nak tanya pasal vaksin&amp;earth kat siapa jsjsjssk',,,,b'aurora',b'\xf0\x9f\x91\xa0',b'gragross',0,0
1163357112119902208,2019-08-19 07:48:44,b'Dia nak kita buat presentation topic imunisasi  with all the graphics and stuff ke baru nak faham? https://t.co/oHaOC31WfG',,,,b'Malaysia',b'lmeyra',b'syadalmeyra',0,0
1163356507255132160,2019-08-19 07:46:20,b'@4Y4NKZ Mungkin Vaksin ayam',,,,b'',b'MARQUEZ',b'MARQUEZ59454550',0,1
1163356261401784321,2019-08-19 07:45:21,b'Tapi yahudi pun ambil vaksin ha cemana tu https://t.co/2Jt7D1sNS9',,,,b'',b'\xd8\xad\xd8\xb1\xd9\x8a\xd8\xb2',b'muhdhxriz_',0,7
1163355427922272261,2019-08-19 07:42:02,b'@pwincess____ Allhamdulah aku vaksin xpernah miss',,,,b'',b'll \xd5\x80\xc9\x91k\xc3\xad\xc9\x91\xd5\xb0 \xc5\x98\xc9\x91\xd5\xaa\xd5\x80\xc3\xad  ||',b'cikyaya6',0,0
1163354711811956737,2019-08-19 07:39:12,b'@ssyhira17 Kau anti-vaksin Tak \xf0\x9f\x98\x82\xf0\x9f\x98\x82 @zttyrsli__',,,,b'Malaysia',b'nrhsyahsna',b'_Hxxyn',0,0
1163354545377832960,2019-08-19 07:38:32,"b""Mungkin lepas ni aku boleh ajak bincang isu 'anti vaksin' .. kalau dia 'anti vaksin' aku akan pertimbangkan cadangan kengkawan aku lain untuk satukan kami \n\nKahkahkahkah !""",,,,b'',b'farahinhassim',b'farahinhassim',0,0
1163354502423912448,2019-08-19 07:38:22,"b'@DivHumas_Polri Dalam rangka menyambut HUT ke-71 Polwan, Tim Polwan Binmas Noken Polri dan Polres Nabire menggelar imunisasi untuk anak-anak batita dan balita di di Posyandu Mambruk, Kampung Kalisemen, Distrik Nabire Nabire, Kabupaten Nabire, Papua, Senin (19/8).'",,,,b'Jl. Trunojoyo no.3 Jaksel ',b'Multimedia Polri',b'PolriMultimedia',0,0
1163354319195742208,2019-08-19 07:37:38,"b'@mighamewa Kann. Tp kalau tetiba kalau crush cakap ""I rase anak anak I nanti kene vaksin jugakla. Bahaya kottt!  / Bumi takflatla you, kite kan ade gravity"", consider yourself luckyla lepasni tak sendu dah\xf0\x9f\x98\x8e\xf0\x9f\x98\x9c'",,,,b'01',b'S.H',b'supersyahidah',0,0
1163354281891622912,2019-08-19 07:37:29,b'@izzaaahAR jadi selama ni tak pernah kena cucuk vaksin la ni?? \xf0\x9f\x98\xb2 :000',,,,b'Malaysia',b'khayrin',b'lxhxyrin',0,2
1163354218905735168,2019-08-19 07:37:14,"b'hi, nak cari makwe yang tak tolak vaksin. hit me up https://t.co/x6ZF3NYifZ'",,,,"b'kg melayu subang, Las Vegas'",b'naseem',b'naseemdniall',0,4
1163354208411635712,2019-08-19 07:37:12,"b'klau pakwe aku mmg provaksin kot\xf0\x9f\x98\x82, kucing pun dia jaga macam anak. vaksin tak miss https://t.co/xM1TaEXk3d'",,,,"b'Kajang, Selangor'",b'\xc4\x85\xf0\x9f\x94\xa5',b'nvrinaida',1,0
1163354145765679104,2019-08-19 07:36:57,b'Vaksinasi Rabies Kecamatan Nyalindung\nHari 1 @ Kantor Desa Kertaangsana \xe2\x80\x94 di Kantor Desa Kertaangsana https://t.co/9eSMSpYNU4',,,,b'Sukabumi',b'Mochamad Nandan Iskandar',b'n4Ndan',0,0
1163354090728017922,2019-08-19 07:36:43,b'Vaksinasi Rabies Kecamatan Nyalindung\nHari 1 @ Kantor Desa Kertaangsana https://t.co/oAtOUEogCC',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='87bea93d5ab87bde', url='https://api.twitter.com/1.1/geo/id/87bea93d5ab87bde.json', place_type='city', name='Nyalindung', full_name='Nyalindung, Indonesia', country_code='ID', country='Indonesia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[106.854623, -7.053182], [106.977685, -7.053182], [106.977685, -6.964072], [106.854623, -6.964072]]]), attributes={})","{'type': 'Point', 'coordinates': [106.92941316, -7.03253648]}",b'Sukabumi',b'Mochamad Nandan Iskandar',b'n4Ndan',0,0
1163353648430112768,2019-08-19 07:34:58,"b'About fahaman org pasal vaksin tu hm tak berani nak sentuh. But for flat earth issue ni, my lecturer ada sentuh. He trust that bumi ni rata. Soo, he came up with his reason. Masa dia bagitau reason dia tu, ada logik jugak. But, aku amik keputusan malas nak amik port huhuhuhu'",,,,b'rumah. ',b'ssup\xc2\xbf',b'zapighaa',0,0
1163353645712171008,2019-08-19 07:34:57,b'Act isu pasal anti-vaksin and flat earth ni dah lama senyap. Tetiba muncul kembali. \xf0\x9f\x92\x86\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/3qYHNWqrNa',,,,b'rumah. ',b'ssup\xc2\xbf',b'zapighaa',0,0
1163353399728852992,2019-08-19 07:33:59,"b'Imunisasi komputermu biar kebal terhadap virus, caranya? https://t.co/Ex6vXP3GUQ #Blog #HappyBlogging'",,,,b'',b'Faatin Adilah A.',b'FaatinAdilahA',0,0
1163352834579947520,2019-08-19 07:31:44,b'sorry awak kita terpaksa putus sebab awak tak vaksin',,,,b'',b'\xf0\x9d\x96\x88\xf0\x9d\x96\x8a\xf0\x9d\x96\x91\xf0\x9d\x96\x8a\xf0\x9d\x96\x98\xf0\x9d\x96\x99\xf0\x9d\x96\x8e\xf0\x9d\x96\x93\xf0\x9d\x96\x86',b's0ulcidal',1,2
1163352068934889472,2019-08-19 07:28:41,b'Bulan Imunisasi Anak Sekolah (BIAS) di SD Palurahan Kec.  Kaduhejo\n\n#sdmunggulindonesiamaju https://t.co/4TPGMFcbeY',,,,"b'Pandeglang, Indonesia'",b'Puskesmas Kaduhejo',b'PkmKaduhejo',0,1
1163351871941038081,2019-08-19 07:27:54,b'..hukuman yg ideal adalah disuntik mati pake vaksin palsunya sendiri https://t.co/ClUWnTZZtC',,,,b'between heaven and hell',b'aHalfOfDemon\xe2\x84\xa2',b'po_heng',1,1
1163350683191402496,2019-08-19 07:23:11,b'Memang sekarang tengah trend break sebab anti vaksin ke? Dah tak curang curang dah?',,,,"b'Sabah, Malaysia'",b'Dean \xf0\x9f\x8d\xab',b'itsdeangelsss',0,2
1163350663406817281,2019-08-19 07:23:06,b'Aku rasa orang yang merokok ni boleh dibimbing untuk berhenti merokok slow slow. \n\nTapi kalau pemikiran bebal anti vaksin ni tahap jenuh nak educate. Dia aje yg betul. Told ya. Just my two cent',,,,b'',b'farahinhassim',b'farahinhassim',0,0
1163350368949960704,2019-08-19 07:21:56,b'@NerdKid_94 Tapi... tapi.. anak tu dapat hidup panjang sebab ibu tak jadi kahwin dengan anti-vaksin. So anak selamat',,,,b'\xd8\xa7\xd9\x84\xd8\xaf\xd9\x88\xd9\x86\xd9\x89\xd8\xa7',b'noneofitmatter',b'itseffinglily',0,0
1163349259485237250,2019-08-19 07:17:32,"b""Fitnah itu tanpa Bukti.....\n\nMerasa Jadi bagian Islam Rohmatan lil 'alamin tapi tiap hari fitnah dan berani jual vaksin palsu .\n\nApakah Tindakan Anda itu tuntutan agama yg anda yaqini.\n\nDI mana pertanggung jawaban anda mbok .....DI dunia dan akhirat. https://t.co/JHHJoLwZ3V""",,,,b'GMT+08:00',b'Sarah Index of',b'4Y4NKZ',38,121
1163349123065507841,2019-08-19 07:16:59,b'Ingt tu @hzqh_hnim \nAku pesan banyak kali penting vaksin ni. nak jugak tolak vaksin haih. https://t.co/lLWUVyrysY',,,,b'',b'\xc9\xb4\xe1\xb4\x80\xe1\xb4\x85\xe1\xb4\x85\xe1\xb4\x8f\xea\x9c\xb1',b'nuraidandhirh',1,0
1163348647578259456,2019-08-19 07:15:06,b'@mir_nrnmrh Ngahahhaah ayat ni la pain selalu dengar dr membe pain dia ckp vaksin melemahkan haahhahahaha babun tol \xf0\x9f\x98\x82',,,,b'',b'kueteowkering',b'taknakcilijeruk',0,0
1163348370951462912,2019-08-19 07:14:00,"b'Edward Jenner, penemu vaksin cacar https://t.co/J5Hn8op5il'",,,,b'Indonesia',b'Sylvana Hamaring Toemon',b'anatoemon',0,0
1163347453870870528,2019-08-19 07:10:21,b'@putra_bisma12 @LisaAmartatara3 Darah yg mengalir di tubuh @LisaAmartatara3 itu darah haram jaddah.\n\nUang yg di haselkan dr menjual vaksin palsu itu haram.\n\nKepala boleh berhijab tapi isi otaknya tidak lbh berharga dr kotoran hewan.',,,,b'GMT+08:00',b'Sarah Index of',b'4Y4NKZ',8,13
1163347314464845825,2019-08-19 07:09:48,b'@UmmiAmiraB26 Kami tolak vaksin sama sama. Tapi terlalu serasi sampai tak perlu tanya mi. Masing masing faham sendiri. Hebatnya kuasa cinta',,,,b'',b'MrWsh',b'MrWooosh',0,0
1163346951145869312,2019-08-19 07:08:21,b'Anjeng bener vaksin inpluensa lebi pegel',,,,b'',b'\xf0\x9f\x91\x86\xf0\x9f\x8f\xbe\xf0\x9f\x91\x89\xf0\x9f\x8f\xbeEM',b'warganetlabil',0,0
1163346427067564032,2019-08-19 07:06:16,"b'Aku juga anti vaksin, hanya seandainya vaksin itu menghalang cintamu merebak padaku.'",,,,b'htown: PENANG - curr: SELANGOR',"b""Faez Ne'Man""",b'EzNeman',2,2
1163346310805590016,2019-08-19 07:05:49,b'Terkejut jugak lah tengok orang tweet pasal partner yang anti vaksin. Muda muda dah bodoh.',,,,b'',b'\xd9\x86\xd9\x88\xd8\xb1 \xd8\xb9\xd9\x8a\xd9\x86',b'ayiensalleh',0,0
1163346278601773056,2019-08-19 07:05:41,b'alhamdulillah setakat ni kawan2 aku semua vaksin dan x de yg ajak gaduh pasal bende ni.. dan tolong la jgn.. da tua ni malas nak gaduh.. paling2 pon aku ckp iye? da abis ckp? ok bye https://t.co/1IpX3XYgUo',,,,"b'Petaling Jaya, Selangor'",b'\xe2\x92\xb6\xe2\x93\x83\xe2\x93\x83\xe2\x92\xba',b'__anneanastasia',0,2
1163346071323590656,2019-08-19 07:04:51,b'hi bina. my brother ni dia anti vaccine. both his children dia tak vaksin. macam mana ni? i tak nak anak buah yan\xe2\x80\xa6 \xe2\x80\x94 Bagitahu mak u bagitahu org lain suruh nasihatkan dia. Isteri dia. Itu je la kita mampu buat. https://t.co/iKKJ8novWP',,,,b'',b'Shabina',b'ketengahketepi',8,40
1163345248409403393,2019-08-19 07:01:35,"b'taknak love of my life je anti vaksin , kawan pun pls la jangan anti vaksin \xf0\x9f\xa4\xa1 https://t.co/3UUPdO3pCh'",,,,b'',"b'miau.\xe3\x83\xbe(\xe0\xb9\x91\xe2\x95\xb9\xe2\x97\xa1\xe2\x95\xb9)\xef\xbe\x89""'",b'nyanyatoni',0,4
1163344993504747520,2019-08-19 07:00:35,b'Hapuskan di sini bermaksud biar dorang dapat hidayah yang vaksin ni untuk kesihatan \xe2\x9d\xa4',,,,b'Malaysia',b'\xf0\x9d\x93\xad\xf0\x9d\x93\xb2\xf0\x9d\x93\xb7\xf0\x9d\x93\xad\xf0\x9d\x93\xaa \xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x92\x9e',b'barieahzahari',1,2
1163344900097601536,2019-08-19 07:00:12,b'YA ALLAH HAPUSKAN GOLONGAN ANTI VAKSIN \xf0\x9f\x98\xad\xf0\x9f\x99\x8f https://t.co/MPI8HcPKIp',,,,b'Malaysia',b'\xf0\x9d\x93\xad\xf0\x9d\x93\xb2\xf0\x9d\x93\xb7\xf0\x9d\x93\xad\xf0\x9d\x93\xaa \xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x92\x9e',b'barieahzahari',0,2
1163344770413973504,2019-08-19 06:59:41,"b""don't worry, saya kena vaksin dan saya percaya bumi itu bulat\n\nwalaupun otak saya selalu weng weng https://t.co/zEflRqdzuO""",,,,b'KL-Jakarta-Bangi',b'\xd8\xb9\xd8\xa7\xd8\xb1\xd9\x81 \xd8\xa7\xd9\x86\xd8\xb5\xd8\xa7\xd8\xb1 \xd8\xa7\xd9\x84\xd8\xaf\xd9\x8a\xd9\x86 \xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe',b'ariffansar',0,1
1163344331626799104,2019-08-19 06:57:57,b'@devymanalu2 @afandikhan21 @LisaAmartatara3 @na_dirs @AmbarwatiRexy @Namaku_Mei @Izzaheweh @CH_chotimah @WR_4AG226 Kebanyakan vaksin palsu dia.',,,,b'',b'A2PK_MPK 641/2',b'wientadi66',0,2
1163344191860035584,2019-08-19 06:57:23,b'@vokalid Vaksin agenda yahudiii',,,,b'Malaysia',b'Delia Sara',b'depshytho',0,0
1163344173170212864,2019-08-19 06:57:19,b'CUCUK JE LA VAKSIN TU YA RABBI APA BENDA LA ARGUE BENDA BODOH. nak mati sorang tu mati lah takyah la halang orang nak cucuk!',,,,b'',b'\xf0\x9f\x92\xab',b'fazwafazin',0,5
1163344056379854849,2019-08-19 06:56:51,b'@depshytho Saya sanggup vaksin awak skrg.',,,,b'Bumi Allah',b'NoorkhallidNoorazlan',b'vokalid',0,0
1163343821607804928,2019-08-19 06:55:55,"b'Antivaxx : aku dari kecik tak pernah vaksin, sihat je.\n\n*cough in herd immunity* https://t.co/SiZjODAedZ'",,,,b'',b'piah74',b'piargh',7,1
1163343821112893441,2019-08-19 06:55:55,b'Awak terlampau vaksin untuk saya',,,,b'somewhere on earth',b'\xf0\x9d\x98\xaa\xf0\x9d\x98\xbb\xf0\x9d\x98\xa2\xf0\x9d\x98\xb5\xf0\x9d\x98\xa6\xf0\x9d\x98\xa2',b'iassssssssss',1,9
1163343559539355648,2019-08-19 06:54:53,b'kat replies ni ramai yg anti vaccine eh!!! tak kahwin lagi dah bodoh taknak vaksin anak https://t.co/V5zwDm3X1d',,,,"b'Malacca, Malaysia'",b'SuperPowerGirl',b'azzalinaazpah',0,1
1163343541604454400,2019-08-19 06:54:48,b'Siapa tak vaksin jangan kawan dengan aku https://t.co/aH1H1jZ92i',,,,b'',b'Fie',b'PuteriFilzah',0,0
1163342581138259969,2019-08-19 06:50:59,b'Tulis sebab orang dok membantai geng2 anti vaksin pun merepek sama. kakaka.',,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163342026810617861,2019-08-19 06:48:47,b'@im_nrulzayitmi @mhdasri_ @aidahaliemy Klau dah vaksin mesti la immune dri virus. Logik',,,,"b'Kuala Lumpur City, Kuala Lumpu'",b'Ridzuan Hussin',b'aweyhussin',0,0
1163341646085292032,2019-08-19 06:47:16,b'Belum sedar kepentingan vaksin https://t.co/W873JbPm5G',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='4b379e63f06aa178', url='https://api.twitter.com/1.1/geo/id/4b379e63f06aa178.json', place_type='admin', name='Kuala Muda', full_name='Kuala Muda, Kedah', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[100.3313217, 5.530437], [100.6717148, 5.530437], [100.6717148, 5.8722477], [100.3313217, 5.8722477]]]), attributes={})",,b'Kedahan ft johorean',b'ismazxlaika_',b'MeowIsma',0,0
1163341367113732097,2019-08-19 06:46:10,b'@UND0YOU Siapa tak beberapa pandai belajar sains kat sekolah dulu je taktahu function vaksin haha',,,,b'Subang Jaya',b'Danny Whiz Bang',b'loko__poko',0,0
1163341207243612160,2019-08-19 06:45:32,b'Maseh wujud tek kes vaksinnnn kah? Well gais! Perlu eh vaksin.',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='c9250e46aa4bac0b', url='https://api.twitter.com/1.1/geo/id/c9250e46aa4bac0b.json', place_type='city', name='Kuching', full_name='Kuching, Sarawak', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[110.1283146, 1.0524881], [110.5377405, 1.0524881], [110.5377405, 1.8059712], [110.1283146, 1.8059712]]]), attributes={})",,"b'kuching,sarawak'",b'qistina rahman',b'nurqistina1990',0,0
1163340767529582592,2019-08-19 06:43:47,b'Tolonglah buat vaksin untuk otak. Selamat sikit 7 keturunan. https://t.co/MBrp3dS8TZ',,,,b'',b'Asyraf Ismail',b'acapSerap',0,2
1163340560926511104,2019-08-19 06:42:58,"b'Zaman sekarang kalau nak ngorat, orang tak tanya dah kau single ke taken cuma orang tanya kau anti vaksin ke tak.'",,,,"b'London, England'",b'rdhwn',b'imridhwanaziz',1,4
1163340440688422912,2019-08-19 06:42:29,"b'@NMBadron Zaman nabi xdek vaksin, bgtau golongan anti vaksin g keje naik unta lah. Hahah'",,,,"b'Carrington, Manchester '",b'Ahmad Nuqman',b'enuqmann',0,0
1163340297096425472,2019-08-19 06:41:55,b'Alhamdulillah dah tanya en. Tunang.. dia bukan anti vaksin.. \xf0\x9f\xa5\xb0 https://t.co/nzFDOhITre',,,,b'',b'husna \xf0\x9f\x8c\xb8',b'cunarany',0,0
1163340240175583232,2019-08-19 06:41:41,"b'@helen_citra Bilangin klo kena campak ke puskesmas aja, biar di kasih vaksin'",,,,"b'Malang, Jawa Timur'",b'Aditt',b'ahmadaditya_r',0,0
1163339917256036353,2019-08-19 06:40:24,"b""Alahai ayat dia\n\n'Saya dulu tak pernah vaksin elok je'\n\nBang, vaksin ni zaman bila lagi dah ada bang. Bukannya masa lani baru ada. Yang dok kena cucuk masa darjah 6, form 3 bagai tu vaksin lah bang. Mak2 dok usung baby pergi klinik tu nak kena cucuk, vaksin lah tu bang oi \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f""",,,,b'home',b'masria',b'_masria',0,0
1163339903989477377,2019-08-19 06:40:21,b'Di +62 beda..\nMalah ada yg berani korup\nHingga jual vaksin palsu.\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\nCc @LisaAmartatara3 https://t.co/Tu8vVa53m6',,,,b'Indonesia',b'Jampang VS gabener Jahiliyah',b'putra_bisma12',8,8
1163339776197398528,2019-08-19 06:39:51,"b'Oh please, jangan sampai partner korang lepas kahwin nanti anti vaksin. Kesian anak anak\xf0\x9f\xa5\xba\xf0\x9f\x98\xad https://t.co/BpetcJp6jU'",,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='5a379f79e68a501d', url='https://api.twitter.com/1.1/geo/id/5a379f79e68a501d.json', place_type='city', name='Ijok', full_name='Ijok, Selangor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[101.3539384, 3.1833827], [101.4934387, 3.1833827], [101.4934387, 3.3460213], [101.3539384, 3.3460213]]]), attributes={})",,b'Malaysia',b'parah',b'frhkhldh_',0,0
1163339677404782592,2019-08-19 06:39:27,"b'Dan jika ditanya pada aku, kalau cakap vaksin ni yahudi yang cipta tapi tak tahu pun nama siapa pencipta BCG, baik kau vaksinkan diri sendiri. Dua orang Perancis.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339675655782400,2019-08-19 06:39:27,"b'Wokey, semoga bijak memilih. Biarlah kalau mati kerana tak vaksin pun, mati dengan ilmu dah siap semua perisai yang benar lah bukan pseudoperisai.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339668370407424,2019-08-19 06:39:25,"b'3) Dengan ilmu. Kalau kau vaksin pun tak boleh terangkan apa dia, sekadar skeptik lebih2 tanpa mempelajari qistas al mustaqim, atau mengikut orang, baiklah pergi vaksin dulu lepas tu belajar.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339664847020032,2019-08-19 06:39:24,"b'Perlu tak vaksin? Secara umumnya perlulah, melainkan kau alergik, agama tak bagi ataupun kau punyai ilmu. \n1) Alergik kau pergi vaksin kau mati awal sebelum kena penyakit tu. \n2) Agama tak leh buat apalah, itupun agama yang ketat banyak dah ok kan berdasrkan fatwa.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339661072195584,2019-08-19 06:39:23,"b'Jadi untuk mengatakan bila tak vaksin, anak mati awal lah apa lah, tak tepat. Sebab memang vaksin akan bagi herd immunity. sekiranya ramai yang memvaksinlah dalam komuniti tu. kalau tak, chances akan naiklah.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339656005505025,2019-08-19 06:39:22,b'Diri mereka tidak divaksin kerana pelbagai sebab. Sebab tidak divaksin antaranya\na) alergik pada kandungan vaksin. Bahan penstabil contohnya. Telur lah yang aku tau. Kalau mereka divaksin mereka ni akan menjahanamkan diri mereka pada saat itu juga. Alergik kan boleh bawa maut.',,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339654176759809,2019-08-19 06:39:22,"b'2. Kumpulan terdekat kita. Bagaimana pulak? Sebab kita dah tutup pintu penularan penyakit daripada diri kita. Maka kita jadi pendinding kepada mereka2 yang imunisasi mereka kerana semula jadi aka genetik, kerana keadaan (demam, kena penyakit lain ketika itu).'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339652343848960,2019-08-19 06:39:21,"b'Siapa yang dilindungi bila kita vaksin diri kita? Ni kena refer buku. Aku tulis berdasarkan ingat. Aku juga suka goreng. \n1. Diri sendirilah. sebabnya badan kita yang disuntik dan bertindak balas. takkan badan orang lain. suntik aku, kau yang dapat kesan. mustahil sains kan?'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339650573824000,2019-08-19 06:39:21,"b'Cuma kadang kala, menurut kajian, ada vaksin yang mempunyai tempoh masa berkesan. Selepas tempoh masa, vaksin tu dah hilang kesan. Sama ada kena tambah ataupun dibiarkan ikut kajian.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339648816410625,2019-08-19 06:39:20,b'Ok. Setel tentang vaksin dan cara vaksin membantu imunisasi.',,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339646996058112,2019-08-19 06:39:20,"b'Macam Liverpool lawan Chelsea. Chelsea dah tahu rentak serangan Liverpool, data penyerang, cara semua. Maka peluang Chelsea nak bolos seharusnya rendahlah. Melainkan defender sendiri teruk. Dalam kes penyakit, kalau ada aids/hiv yang sebabkan sistem imunisasi badan jahanam.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339643263184896,2019-08-19 06:39:19,"b'Apa manfaat vaksin? Bila non fuctional virulaent agent tu disuntik, badan kita akan bertindak balas sepertimana ffunvtional virulent agent disuntik. Bezanya, non functional ni tak bahaya. Jadi, badan kita boleh ambik seberapa lama yang dia suka untuk bina sistem pertahanan (imun)'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339641413500928,2019-08-19 06:39:18,b'Contoh vaksin paling ditakuti budak2 termasuk aku dulu. BCG. https://t.co/EfgbP25ztB',,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339636132868096,2019-08-19 06:39:17,"b'Kalau kita belajar, vaksin ni tujuan dia pencegahan. Disuntik aku istilahkan non-functional virulent agent sama ada bakteria, virus ke apa kedalam badan. Bahaya tak? Tak, sebab dia dah tak berfungsi. Sama ada DNA yang code kebahayaan, atau protein  yang berbahaya x diterjemahkan.'",,,,b'',b'madPikachu \xd9\x85\xd8\xaf \xda\xa4\xd9\x8a\xd9\x83\xda\x86\xd9\x88',b'aimi4s1',0,0
1163339619049459712,2019-08-19 06:39:13,b'@AbgManggis you anti vaksin ke tak ni? https://t.co/Fuanz6Ighe',,,,"b'Kuantan, Pahang'",b'jia',b'njha_n',0,1
1163339476753498113,2019-08-19 06:38:39,b'Kebas semacam tangan kiri aku lepas kena cucuk vaksin. Aduh.',,,,b'',b'\xf0\x9d\x97\x9d\xf0\x9d\x97\xb6\xf0\x9d\x97\xb2',b'mizienrhan',0,0
1163339373561049088,2019-08-19 06:38:15,"b'Aku tanya aceng. Kot ada anak sok nak vaksin tak anak? Dia cakap hmmmmmm \xe2\x80\x9cvaksin tu apa?\xe2\x80\x9d HAHAHAHHAAHHAHAHAHA. Takpela shinte, asalkan bukan antivaksin \xf0\x9f\x98\x8c'",,,,b'',b'CikKikinn\xf0\x9f\x8d\x93',b'Eykkkinn',0,0
1163339337838125056,2019-08-19 06:38:06,b'@Ardhaardhanes Siapa yg mau behelan da? Orang aku abis imunisasi \xf0\x9f\x98\x92',,,,b'Jogja Istimewa',b'Rini',b'Rinief',0,0
1163338204113711106,2019-08-19 06:33:36,"b'To my future partner, i harap you tak tolak lah vaksin tu ye kesian anak anak kita nanti \xf0\x9f\x98\x8c https://t.co/EnuSMWXgKA'",,,,b'',b'Zarina Afiqah',b'ZarinaAfiqah',0,1
1163338155115679744,2019-08-19 06:33:24,b'Sebok gaduh pasal vaksin.',,,,b'42K',b'\xe7\x97\x85\xe6\xb0\x97',b'knckyu',0,0
1163337583419482112,2019-08-19 06:31:08,b'Sumpah first date nanti aku tanya siap siap awak sokong tak vaksin',,,,b'',b'sasa',b'sararit0ry',0,0
1163337362337722368,2019-08-19 06:30:15,b'Harey cuak la pulak dok ralik ejas jodoh sekali dia anti vaksin kahkah',,,,b'',b'\xe1\xb4\xbe\xe1\xb5\x83\xcb\xa1\xe2\x81\xb1',b'LuqmanFadhly',0,0
1163337259204018176,2019-08-19 06:29:51,b'tipuuuuu kata sihat effect tak vaksin tu tempias kat otak dia https://t.co/3RpT4kaimr',,,,b'',b'(\xef\xbd\xa1\xef\xbd\xa5\xcf\x89\xef\xbd\xa5\xef\xbd\xa1)\xef\xbe\x89\xe2\x99\xa1',b'frappuccin0_',0,1
1163336924402073600,2019-08-19 06:28:31,"b'Golongan yang tolak vaksin ni,kita janganlah salahkan depa.Educate depa dengan fakta.Jangan anggap depa bodoh ke apa,sama sama bantu.Sebab masing masing kan ada pandangan sendiri.Just respect aje,if salah ajar bagi betul.'",,,,b'',b'Badron\xf0\x9f\x8e\x96',b'NMBadron',0,1
